trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met,enrollment_rate,patients_per_site,enrollment_achievement_pct,is_multi_site,is_multi_region,size_category,duration_category,overall_success,enrollment_success_level
TRIAL-0287,Phase 2,Prostate Cancer,NovaCure Biotech,Open Label,2021,2023,28,101,96,4,1,True,True,3.43,24.0,95.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0288,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2022,2026,46,202,196,9,1,True,True,4.26,21.8,97.0,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0289,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2022,2023,16,45,44,7,2,True,True,2.75,6.3,97.8,True,True,Small (<50),short(<18mo),True,Met Target
TRIAL-0290,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2022,2025,43,549,536,27,2,True,False,12.47,19.9,97.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0291,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2023,2024,18,23,22,2,1,True,False,1.22,11.0,95.7,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0292,Phase 3,Pancreatic Cancer,Global BioResearch,Double Blind,2019,2025,62,400,372,12,2,True,False,6.0,31.0,93.0,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0293,Phase 1,Pancreatic Cancer,Helix Therapeutics,Open Label,2023,2024,11,15,13,3,1,False,True,1.18,4.3,86.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0294,Phase 4,Lung Cancer,OncoPharm Therapeutics,Double Blind,2022,2023,17,186,159,16,1,False,False,9.35,9.9,85.5,True,False,large (150-400),short(<18mo),False,Near Target
TRIAL-0295,Phase 3,Lymphoma,MedTrials International,Double Blind,2018,2021,41,342,322,18,1,True,False,7.85,17.9,94.2,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0296,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2022,2025,29,111,106,5,2,True,True,3.66,21.2,95.5,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0297,Phase 4,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2023,2027,47,199,188,7,1,True,True,4.0,26.9,94.5,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0298,Phase 2,Prostate Cancer,Helix Therapeutics,Single Blind,2023,2025,20,95,91,5,1,True,True,4.55,18.2,95.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0299,Phase 2,Lung Cancer,OncoPharm Therapeutics,Double Blind,2019,2023,39,94,91,7,1,True,True,2.33,13.0,96.8,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0300,Phase 2,Leukemia,Helix Therapeutics,Single Blind,2021,2024,36,93,87,5,1,True,True,2.42,17.4,93.5,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0301,Phase 3,Lymphoma,OncoPharm Therapeutics,Double Blind,2021,2027,73,467,379,11,2,False,False,5.19,34.5,81.2,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0302,Phase 1,Lung Cancer,Helix Therapeutics,Open Label,2019,2021,19,23,21,3,1,True,True,1.11,7.0,91.3,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0303,Phase 1,Pancreatic Cancer,Helix Therapeutics,Single Blind,2022,2024,28,30,26,2,1,False,True,0.93,13.0,86.7,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0304,Phase 1,Leukemia,MedTrials International,Open Label,2023,2025,18,31,30,1,1,True,True,1.67,30.0,96.8,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0305,Phase 2,Lung Cancer,Clinical Research Group A,Open Label,2019,2020,19,59,50,2,1,False,True,2.63,25.0,84.7,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0306,Phase 3,Lymphoma,NovaCure Biotech,Double Blind,2021,2026,56,453,452,39,2,True,False,8.07,11.6,99.8,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0307,Phase 2,Colorectal Cancer,Helix Therapeutics,Open Label,2020,2022,25,129,122,4,1,True,True,4.88,30.5,94.6,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0308,Phase 2,Breast Cancer,NovaCure Biotech,Open Label,2022,2025,32,92,88,8,1,True,True,2.75,11.0,95.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0309,Phase 3,Lymphoma,Clinical Research Group A,Triple Blind,2022,2027,66,335,315,20,1,True,False,4.77,15.8,94.0,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0310,Phase 2,Melanoma,Global BioResearch,Double Blind,2021,2024,36,115,111,3,1,True,False,3.08,37.0,96.5,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0311,Phase 2,Lung Cancer,Helix Therapeutics,Open Label,2020,2022,26,68,58,8,1,False,False,2.23,7.2,85.3,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0312,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023,2027,57,372,328,18,1,False,False,5.75,18.2,88.2,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0313,Phase 1,Melanoma,Apex Oncology Labs,Single Blind,2021,2022,20,28,26,1,1,True,False,1.3,26.0,92.9,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0314,Phase 1,Leukemia,MedTrials International,Open Label,2021,2023,23,37,35,3,1,True,True,1.52,11.7,94.6,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0315,Phase 1,Prostate Cancer,MedTrials International,Open Label,2022,2024,24,33,32,2,1,True,True,1.33,16.0,97.0,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0316,Phase 2,Melanoma,Apex Oncology Labs,Double Blind,2023,2026,41,100,94,8,1,True,False,2.29,11.8,94.0,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0317,Phase 3,Breast Cancer,Apex Oncology Labs,Triple Blind,2019,2024,63,456,347,9,2,False,False,5.51,38.6,76.1,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0318,Phase 3,Lymphoma,NovaCure Biotech,Double Blind,2021,2024,33,467,455,32,2,True,False,13.79,14.2,97.4,True,True,very large (400+),medium(18-36mo),False,Met Target
TRIAL-0319,Phase 3,Lung Cancer,NovaCure Biotech,Double Blind,2020,2026,68,379,369,13,2,True,True,5.43,28.4,97.4,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0320,Phase 1,Lung Cancer,Clinical Research Group A,Single Blind,2023,2025,20,33,27,3,1,False,False,1.35,9.0,81.8,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0321,Phase 3,Lymphoma,Global BioResearch,Triple Blind,2020,2023,38,386,384,11,2,True,False,10.11,34.9,99.5,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0322,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2018,2019,20,36,35,3,1,True,True,1.75,11.7,97.2,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0323,Phase 3,Breast Cancer,OncoPharm Therapeutics,Triple Blind,2018,2024,68,472,452,25,2,True,False,6.65,18.1,95.8,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0324,Phase 4,Melanoma,Global BioResearch,Double Blind,2020,2024,45,176,168,13,1,True,True,3.73,12.9,95.5,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0325,Phase 4,Colorectal Cancer,OncoPharm Therapeutics,Single Blind,2019,2022,30,108,107,4,2,True,True,3.57,26.8,99.1,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0326,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2023,2025,18,55,50,6,1,True,True,2.78,8.3,90.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0327,Phase 2,Lung Cancer,MedTrials International,Single Blind,2021,2023,34,161,146,3,1,True,True,4.29,48.7,90.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0328,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2019,2023,47,344,329,14,1,True,True,7.0,23.5,95.6,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0329,Phase 2,Breast Cancer,Helix Therapeutics,Double Blind,2019,2021,18,120,114,5,1,True,True,6.33,22.8,95.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0330,Phase 2,Pancreatic Cancer,MedTrials International,Open Label,2019,2020,13,94,91,2,1,True,False,7.0,45.5,96.8,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0331,Phase 2,Lymphoma,Apex Oncology Labs,Double Blind,2020,2022,19,145,121,3,1,False,True,6.37,40.3,83.4,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0332,Phase 2,Melanoma,MedTrials International,Double Blind,2023,2025,32,155,150,5,2,True,True,4.69,30.0,96.8,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0333,Phase 2,Lymphoma,Apex Oncology Labs,Double Blind,2019,2021,24,88,83,8,2,True,True,3.46,10.4,94.3,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0334,Phase 2,Lung Cancer,Helix Therapeutics,Double Blind,2020,2021,13,66,53,2,1,False,True,4.08,26.5,80.3,True,False,medium (50-150),short(<18mo),False,Near Target
TRIAL-0335,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2018,2022,54,353,279,10,2,False,True,5.17,27.9,79.0,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0336,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023,2024,6,84,83,5,1,True,False,13.83,16.6,98.8,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0337,Phase 2,Lymphoma,OncoPharm Therapeutics,Double Blind,2020,2021,23,99,92,6,2,True,True,4.0,15.3,92.9,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0338,Phase 4,Colorectal Cancer,Helix Therapeutics,Single Blind,2021,2025,39,228,202,7,1,False,True,5.18,28.9,88.6,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0339,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2018,2019,16,28,27,3,1,True,False,1.69,9.0,96.4,True,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0340,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2020,2023,38,436,396,5,1,True,False,10.42,79.2,90.8,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0341,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2018,2019,18,397,394,13,3,True,False,21.89,30.3,99.2,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0342,Phase 2,Lung Cancer,Apex Oncology Labs,Double Blind,2021,2023,25,126,117,6,2,True,True,4.68,19.5,92.9,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0343,Phase 2,Colorectal Cancer,Apex Oncology Labs,Open Label,2022,2024,15,102,101,8,1,True,True,6.73,12.6,99.0,True,False,medium (50-150),short(<18mo),True,Met Target
TRIAL-0344,Phase 3,Breast Cancer,OncoPharm Therapeutics,Triple Blind,2021,2024,32,347,328,5,1,True,False,10.25,65.6,94.5,True,False,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0345,Phase 1,Breast Cancer,Helix Therapeutics,Single Blind,2023,2025,14,34,32,3,1,True,True,2.29,10.7,94.1,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0346,Phase 1,Leukemia,Apex Oncology Labs,Single Blind,2020,2022,23,21,20,3,1,True,True,0.87,6.7,95.2,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0347,Phase 1,Prostate Cancer,MedTrials International,Open Label,2021,2022,13,34,31,1,1,True,False,2.38,31.0,91.2,False,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0348,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2019,2020,12,408,302,19,1,False,False,25.17,15.9,74.0,True,False,large (150-400),short(<18mo),False,Below Target
TRIAL-0349,Phase 3,Prostate Cancer,NovaCure Biotech,Double Blind,2019,2024,55,443,427,46,3,True,False,7.76,9.3,96.4,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0350,Phase 1,Breast Cancer,NovaCure Biotech,Open Label,2023,2024,14,50,47,6,1,True,True,3.36,7.8,94.0,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0351,Phase 3,Melanoma,OncoPharm Therapeutics,Double Blind,2018,2022,49,335,320,12,2,True,True,6.53,26.7,95.5,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0352,Phase 1,Prostate Cancer,MedTrials International,Open Label,2020,2021,16,46,39,3,1,False,True,2.44,13.0,84.8,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0353,Phase 1,Colorectal Cancer,Clinical Research Group A,Single Blind,2022,2024,22,27,22,1,1,False,True,1.0,22.0,81.5,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0354,Phase 4,Prostate Cancer,Apex Oncology Labs,Open Label,2021,2027,67,195,177,15,3,True,False,2.64,11.8,90.8,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0355,Phase 2,Melanoma,Global BioResearch,Open Label,2019,2022,28,87,72,3,1,False,True,2.57,24.0,82.8,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0356,Phase 1,Pancreatic Cancer,Apex Oncology Labs,Open Label,2020,2021,14,15,14,3,1,True,True,1.0,4.7,93.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0357,Phase 2,Lung Cancer,OncoPharm Therapeutics,Open Label,2023,2026,31,86,82,7,1,True,True,2.65,11.7,95.3,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0358,Phase 3,Leukemia,Global BioResearch,Double Blind,2021,2026,60,315,252,12,3,False,False,4.2,21.0,80.0,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0359,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2023,2025,20,89,73,8,1,False,True,3.65,9.1,82.0,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0360,Phase 1,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2019,2020,12,34,30,1,1,False,True,2.5,30.0,88.2,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0361,Phase 3,Lung Cancer,Helix Therapeutics,Double Blind,2018,2021,35,402,389,7,1,True,True,11.11,55.6,96.8,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0362,Phase 1,Leukemia,OncoPharm Therapeutics,Open Label,2018,2020,22,34,33,2,1,True,True,1.5,16.5,97.1,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0363,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2019,2023,50,518,472,42,1,True,True,9.44,11.2,91.1,True,False,very large (400+),long(36mo+),True,Met Target
TRIAL-0364,Phase 3,Breast Cancer,Helix Therapeutics,Double Blind,2021,2025,44,364,343,12,2,True,True,7.8,28.6,94.2,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0365,Phase 1,Lymphoma,Global BioResearch,Open Label,2022,2022,7,19,17,3,1,False,False,2.43,5.7,89.5,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0366,Phase 2,Breast Cancer,NovaCure Biotech,Double Blind,2021,2023,27,81,80,4,1,True,True,2.96,20.0,98.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0367,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Single Blind,2018,2020,24,125,122,3,1,True,False,5.08,40.7,97.6,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0368,Phase 2,Leukemia,MedTrials International,Double Blind,2019,2021,25,72,68,3,1,True,False,2.72,22.7,94.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0369,Phase 2,Breast Cancer,MedTrials International,Double Blind,2022,2024,20,129,93,3,1,False,False,4.65,31.0,72.1,True,False,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0370,Phase 4,Colorectal Cancer,Global BioResearch,Open Label,2023,2027,47,219,217,15,3,True,True,4.62,14.5,99.1,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0371,Phase 3,Colorectal Cancer,Helix Therapeutics,Triple Blind,2019,2024,58,428,366,20,2,False,True,6.31,18.3,85.5,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0372,Phase 1,Prostate Cancer,OncoPharm Therapeutics,Open Label,2020,2022,27,16,15,1,1,True,False,0.56,15.0,93.8,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0373,Phase 2,Colorectal Cancer,MedTrials International,Double Blind,2019,2022,33,115,102,4,1,False,False,3.09,25.5,88.7,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0374,Phase 3,Leukemia,OncoPharm Therapeutics,Double Blind,2020,2024,45,510,479,40,2,True,True,10.64,12.0,93.9,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0375,Phase 1,Lymphoma,MedTrials International,Open Label,2023,2024,7,28,22,2,1,False,False,3.14,11.0,78.6,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0376,Phase 2,Leukemia,Global BioResearch,Double Blind,2020,2023,27,125,99,8,1,False,True,3.67,12.4,79.2,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0377,Phase 1,Breast Cancer,Clinical Research Group A,Single Blind,2022,2023,21,37,29,2,1,False,True,1.38,14.5,78.4,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0378,Phase 4,Prostate Cancer,Clinical Research Group A,Double Blind,2023,2026,46,236,227,20,1,True,True,4.93,11.4,96.2,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0379,Phase 2,Lung Cancer,MedTrials International,Double Blind,2020,2022,27,111,109,7,2,True,True,4.04,15.6,98.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0380,Phase 1,Lung Cancer,Apex Oncology Labs,Open Label,2023,2023,9,26,25,1,1,True,True,2.78,25.0,96.2,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0381,Phase 3,Colorectal Cancer,NovaCure Biotech,Double Blind,2021,2024,46,495,489,39,2,True,True,10.63,12.5,98.8,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0382,Phase 3,Prostate Cancer,Global BioResearch,Double Blind,2020,2025,61,383,333,6,1,False,True,5.46,55.5,86.9,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0383,Phase 1,Lymphoma,Global BioResearch,Open Label,2018,2020,22,20,16,3,1,False,False,0.73,5.3,80.0,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0384,Phase 3,Breast Cancer,NovaCure Biotech,Triple Blind,2021,2026,60,450,430,25,2,True,True,7.17,17.2,95.6,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0385,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2023,2025,17,23,20,3,1,False,True,1.18,6.7,87.0,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0386,Phase 2,Lung Cancer,OncoPharm Therapeutics,Single Blind,2019,2022,38,128,119,6,2,True,True,3.13,19.8,93.0,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0387,Phase 1,Pancreatic Cancer,Global BioResearch,Open Label,2019,2022,28,30,28,1,1,True,False,1.0,28.0,93.3,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0388,Phase 2,Lung Cancer,Apex Oncology Labs,Double Blind,2023,2025,32,94,88,5,1,True,True,2.75,17.6,93.6,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0389,Phase 2,Leukemia,NovaCure Biotech,Single Blind,2021,2023,23,81,78,5,1,True,True,3.39,15.6,96.3,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0390,Phase 2,Breast Cancer,Global BioResearch,Double Blind,2023,2025,22,98,94,7,1,True,True,4.27,13.4,95.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0391,Phase 4,Prostate Cancer,Helix Therapeutics,Open Label,2021,2024,36,115,111,5,2,True,False,3.08,22.2,96.5,True,True,medium (50-150),long(36mo+),False,Met Target
TRIAL-0392,Phase 2,Prostate Cancer,NovaCure Biotech,Open Label,2023,2024,21,56,51,5,2,True,True,2.43,10.2,91.1,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0393,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2019,2021,29,43,41,5,1,True,True,1.41,8.2,95.3,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0394,Phase 1,Lung Cancer,Clinical Research Group A,Open Label,2019,2020,14,22,18,3,1,False,True,1.29,6.0,81.8,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0395,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2020,2023,39,590,582,40,2,True,False,14.92,14.6,98.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0396,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2022,2023,10,15,12,1,1,False,False,1.2,12.0,80.0,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0397,Phase 4,Lung Cancer,Helix Therapeutics,Double Blind,2022,2024,31,105,87,8,1,False,True,2.81,10.9,82.9,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0398,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2022,2027,58,414,403,40,1,True,True,6.95,10.1,97.3,True,False,very large (400+),long(36mo+),True,Met Target
TRIAL-0399,Phase 2,Leukemia,Clinical Research Group A,Open Label,2021,2023,26,35,33,3,1,True,True,1.27,11.0,94.3,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0400,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2023,2026,40,407,369,20,3,True,True,9.22,18.4,90.7,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0401,Phase 2,Pancreatic Cancer,MedTrials International,Double Blind,2022,2025,33,67,66,4,2,True,True,2.0,16.5,98.5,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0402,Phase 1,Lymphoma,Clinical Research Group A,Open Label,2020,2021,19,32,31,3,1,True,False,1.63,10.3,96.9,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0403,Phase 1,Lymphoma,Global BioResearch,Open Label,2022,2023,17,18,17,3,1,True,True,1.0,5.7,94.4,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0404,Phase 3,Breast Cancer,Global BioResearch,Double Blind,2023,2027,49,211,194,6,2,True,True,3.96,32.3,91.9,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0405,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2020,2022,22,137,113,7,1,False,True,5.14,16.1,82.5,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0406,Phase 4,Pancreatic Cancer,Helix Therapeutics,Double Blind,2020,2024,45,306,256,16,1,False,True,5.69,16.0,83.7,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0407,Phase 2,Lymphoma,OncoPharm Therapeutics,Open Label,2019,2021,26,141,119,6,2,False,True,4.58,19.8,84.4,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0408,Phase 1,Lymphoma,Helix Therapeutics,Open Label,2018,2019,9,38,35,3,1,True,True,3.89,11.7,92.1,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0409,Phase 2,Breast Cancer,Global BioResearch,Open Label,2023,2025,19,130,128,8,2,True,True,6.74,16.0,98.5,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0410,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2022,2027,57,378,377,19,2,True,False,6.61,19.8,99.7,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0411,Phase 1,Leukemia,Helix Therapeutics,Open Label,2023,2023,9,43,42,6,1,True,True,4.67,7.0,97.7,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0412,Phase 4,Leukemia,MedTrials International,Open Label,2023,2027,52,151,148,7,2,True,True,2.85,21.1,98.0,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0413,Phase 3,Breast Cancer,MedTrials International,Triple Blind,2023,2026,42,397,392,17,2,True,True,9.33,23.1,98.7,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0414,Phase 2,Melanoma,Apex Oncology Labs,Double Blind,2018,2021,28,99,98,5,1,True,False,3.5,19.6,99.0,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0415,Phase 3,Leukemia,Clinical Research Group A,Double Blind,2023,2027,44,391,390,20,3,True,True,8.86,19.5,99.7,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0416,Phase 1,Colorectal Cancer,Apex Oncology Labs,Open Label,2023,2024,16,45,36,1,1,False,False,2.25,36.0,80.0,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0417,Phase 3,Colorectal Cancer,Clinical Research Group A,Triple Blind,2019,2023,46,469,402,20,2,False,True,8.74,20.1,85.7,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0418,Phase 3,Leukemia,Apex Oncology Labs,Double Blind,2018,2021,34,444,433,33,2,True,False,12.74,13.1,97.5,True,True,very large (400+),medium(18-36mo),False,Met Target
TRIAL-0419,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2023,2024,13,151,139,6,1,True,True,10.69,23.2,92.1,True,False,medium (50-150),short(<18mo),True,Met Target
TRIAL-0420,Phase 1,Colorectal Cancer,Global BioResearch,Single Blind,2021,2022,14,24,22,2,1,True,True,1.57,11.0,91.7,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0421,Phase 3,Colorectal Cancer,MedTrials International,Double Blind,2019,2025,72,202,199,15,2,True,True,2.76,13.3,98.5,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0422,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2021,2024,43,72,65,6,2,True,True,1.51,10.8,90.3,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0423,Phase 2,Lymphoma,NovaCure Biotech,Double Blind,2022,2023,17,133,125,5,1,True,True,7.35,25.0,94.0,True,False,medium (50-150),short(<18mo),True,Met Target
TRIAL-0424,Phase 1,Leukemia,MedTrials International,Single Blind,2018,2020,19,15,12,1,1,False,True,0.63,12.0,80.0,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0425,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2020,2021,19,47,45,5,1,True,False,2.37,9.0,95.7,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0426,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2021,2024,30,96,88,6,1,True,True,2.93,14.7,91.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0427,Phase 4,Leukemia,MedTrials International,Open Label,2019,2022,27,262,219,17,1,False,True,8.11,12.9,83.6,True,False,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0428,Phase 1,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2018,2020,23,32,27,3,1,False,True,1.17,9.0,84.4,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0429,Phase 2,Breast Cancer,Helix Therapeutics,Double Blind,2018,2021,39,89,87,7,1,True,True,2.23,12.4,97.8,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0430,Phase 2,Lung Cancer,Helix Therapeutics,Open Label,2023,2026,26,134,133,7,1,True,True,5.12,19.0,99.3,True,False,medium (50-150),medium(18-36mo),True,Met Target
