nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000517,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 2,Completed,99,2015-04-06,2017-06-24,27,Open Label,Randomized,Crossover Assignment,6,"Europe, North America, Asia",17.5,10.6,True,2015,2017,Small (30-100),7,3,16.5,3.67,29.0,True,True,8.4,84.8
NCT2018000518,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AstraZeneca,Phase 1,Completed,41,2019-02-14,2021-05-04,27,Triple Blind,Non-Randomized,Sequential Assignment,2,"Europe, Australia, North America, Asia",58.7,2.0,True,2019,2021,Small (30-100),7,4,20.5,1.52,18.0,False,False,2.82,68.8
NCT2018000519,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Bristol-Myers Squibb,Phase 3,Completed,542,2022-02-08,2026-04-18,51,Double Blind,Non-Randomized,Parallel Assignment,73,"South America, Europe",4.9,4.2,False,2022,2026,Very Large (500+),4,2,7.4,10.63,48.0,False,False,187.78,346.5
NCT2018000520,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Roche,Phase 1,Completed,10,2018-05-15,2019-10-07,17,Single Blind,Single Group,Parallel Assignment,3,"North America, Asia",15.3,4.2,True,2018,2019,Very Small (<30),3,2,3.3,0.59,18.0,True,True,2.58,258.0
NCT2018000521,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 2,Completed,23,2017-06-16,2020-10-28,41,Double Blind,Non-Randomized,Parallel Assignment,3,North America,7.9,13.8,False,2017,2020,Very Small (<30),3,1,7.7,0.56,29.0,False,False,6.22,270.4
NCT2018000522,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 3,Completed,316,2021-05-21,2025-03-01,46,Quadruple Blind,Randomized,Crossover Assignment,13,"Europe, South America",47.8,22.2,True,2021,2025,Large (300-500),10,2,24.3,6.87,48.0,True,True,30.85,97.6
NCT2018000523,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 4,Completed,87,2019-02-27,2022-05-12,39,Triple Blind,Randomized,Sequential Assignment,4,"Asia, South America, North America, Europe",30.6,4.0,False,2019,2022,Small (30-100),9,4,21.8,2.23,34.0,False,False,8.06,92.6
NCT2018000524,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Sanofi,Phase 3,Completed,386,2021-06-23,2026-01-28,56,Single Blind,Single Group,Parallel Assignment,15,"Australia, North America, Europe",30.0,6.9,True,2021,2026,Large (300-500),4,3,25.7,6.89,48.0,False,False,43.16,111.8
NCT2018000525,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Mayo Clinic,Phase 3,Completed,158,2020-08-23,2025-06-28,59,Open Label,Randomized,Single Group Assignment,9,"Europe, North America, Australia",10.3,10.4,True,2020,2025,Medium (100-300),4,3,17.6,2.68,48.0,False,False,27.02,171.0
NCT2018000526,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Novartis,Phase 2,Completed,135,2016-03-08,2019-03-23,37,Double Blind,Single Group,Crossover Assignment,4,"South America, Asia, Europe",16.6,6.3,True,2016,2019,Medium (100-300),7,3,33.8,3.65,29.0,False,False,7.8,57.8
NCT2018000527,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Roche,Phase 3,Completed,284,2020-05-07,2022-03-28,23,Open Label,Randomized,Parallel Assignment,22,"Australia, Europe, North America, Asia",40.4,17.3,False,2020,2022,Medium (100-300),5,4,12.9,12.35,48.0,True,False,26.15,92.1
NCT2018000528,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Merck,Phase 3,Completed,480,2016-08-07,2021-01-13,54,Open Label,Single Group,Parallel Assignment,29,"Asia, Europe",22.3,35.1,True,2016,2021,Large (300-500),2,2,16.6,8.89,48.0,False,False,79.74,166.1
NCT2018000529,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Novartis,Phase 2,Completed,122,2015-12-17,2018-12-01,36,Single Blind,Single Group,Parallel Assignment,9,Europe,3.8,27.5,True,2015,2018,Medium (100-300),2,1,13.6,3.39,29.0,False,False,16.57,135.8
NCT2018000530,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Bristol-Myers Squibb,Phase 4,Completed,203,2022-07-05,2026-03-16,45,Single Blind,Randomized,Parallel Assignment,19,"Europe, South America, North America",10.3,29.3,True,2022,2026,Medium (100-300),6,3,10.7,4.51,34.0,False,False,43.36,213.6
NCT2018000531,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Bristol-Myers Squibb,Phase 1,Completed,37,2018-10-15,2020-12-03,26,Quadruple Blind,Randomized,Single Group Assignment,2,South America,20.9,12.6,True,2018,2020,Small (30-100),6,1,18.5,1.42,18.0,False,False,2.71,73.2
NCT2018000532,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Johnson & Johnson,Phase 2,Completed,58,2018-12-13,2021-03-02,27,Double Blind,Non-Randomized,Parallel Assignment,3,"North America, Asia",47.1,0.8,False,2018,2021,Small (30-100),4,2,19.3,2.15,29.0,True,False,4.22,72.8
NCT2018000533,A Study of Novel Therapy in Patients With Leukemia,Leukemia,National Cancer Institute,Phase 2,Completed,176,2015-01-09,2016-10-30,22,Double Blind,Randomized,Factorial Assignment,7,Australia,4.4,0.8,True,2015,2016,Medium (100-300),8,1,25.1,8.0,29.0,True,True,8.23,46.8
NCT2018000534,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Phase 1,Completed,25,2022-06-15,2023-11-07,17,Open Label,Randomized,Single Group Assignment,1,Asia,7.4,10.9,True,2022,2023,Very Small (<30),2,1,25.0,1.47,18.0,True,True,0.92,36.8
NCT2018000535,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Mayo Clinic,Phase 1,Completed,25,2020-07-10,2022-03-02,20,Quadruple Blind,Randomized,Crossover Assignment,2,"South America, Europe",4.6,5.6,True,2020,2022,Very Small (<30),10,2,12.5,1.25,18.0,False,False,2.08,83.2
NCT2018000536,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Early Phase 1,Completed,31,2022-01-07,2024-03-27,27,Open Label,Randomized,Parallel Assignment,2,South America,24.5,9.7,True,2022,2024,Small (30-100),3,1,15.5,1.15,19.0,False,False,2.79,90.0
NCT2018000537,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Pfizer,Early Phase 1,Completed,24,2022-06-23,2023-08-17,14,Double Blind,Randomized,Parallel Assignment,3,"North America, Asia, Australia, South America",10.3,31.7,False,2022,2023,Very Small (<30),7,4,8.0,1.71,19.0,True,False,2.17,90.4
NCT2018000538,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Mayo Clinic,Phase 1,Completed,10,2019-10-22,2020-08-17,10,Double Blind,Randomized,Factorial Assignment,3,"Europe, South America, North America",9.5,6.8,True,2019,2020,Very Small (<30),10,3,3.3,1.0,18.0,True,True,1.53,153.0
NCT2018000539,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AstraZeneca,Phase 2,Completed,163,2015-05-22,2018-07-05,38,Quadruple Blind,Randomized,Parallel Assignment,3,"Europe, North America, South America",41.0,4.1,True,2015,2018,Medium (100-300),9,3,54.3,4.29,29.0,False,False,6.19,38.0
NCT2018000540,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Sanofi,Phase 3,Completed,543,2019-10-22,2024-10-25,61,Open Label,Single Group,Single Group Assignment,80,"Australia, Europe",28.9,11.5,True,2019,2024,Very Large (500+),1,2,6.8,8.9,48.0,False,False,245.63,452.4
NCT2018000541,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Bristol-Myers Squibb,Phase 1,Completed,32,2020-01-24,2022-11-09,34,Open Label,Single Group,Parallel Assignment,2,Europe,14.8,11.7,False,2020,2022,Small (30-100),1,1,16.0,0.94,18.0,False,False,3.5,109.4
NCT2018000542,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Pfizer,Phase 4,Completed,215,2018-03-13,2021-04-26,38,Triple Blind,Randomized,Crossover Assignment,30,Asia,5.9,6.9,True,2018,2021,Medium (100-300),8,1,7.2,5.66,34.0,False,False,57.64,268.1
NCT2018000543,A Study of Novel Therapy in Patients With Melanoma,Melanoma,MD Anderson,Phase 2,Completed,61,2017-06-22,2020-03-08,33,Open Label,Randomized,Parallel Assignment,9,"South America, Asia, Australia, Europe",10.2,2.8,True,2017,2020,Small (30-100),5,4,6.8,1.85,29.0,False,False,15.03,246.4
NCT2018000544,A Study of Novel Therapy in Patients With Leukemia,Leukemia,National Cancer Institute,Phase 2,Completed,142,2017-07-21,2019-11-08,28,Single Blind,Randomized,Parallel Assignment,9,"Europe, South America, Asia",42.3,9.1,True,2017,2019,Medium (100-300),6,3,15.8,5.07,29.0,True,True,13.03,91.8
NCT2018000545,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Sanofi,Phase 2,Completed,84,2021-02-26,2023-04-17,26,Single Blind,Randomized,Parallel Assignment,6,"Australia, South America, Europe",30.8,20.0,True,2021,2023,Small (30-100),6,3,14.0,3.23,29.0,True,True,8.05,95.8
NCT2018000546,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AbbVie,Phase 2,Completed,91,2016-09-14,2019-03-03,30,Single Blind,Randomized,Single Group Assignment,6,"Australia, North America",6.5,6.1,False,2016,2019,Small (30-100),4,2,15.2,3.03,29.0,False,False,9.27,101.9
NCT2018000547,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,MD Anderson,Phase 1,Completed,14,2022-03-26,2024-05-14,26,Open Label,Randomized,Parallel Assignment,3,Australia,15.5,12.8,True,2022,2024,Very Small (<30),3,1,4.7,0.54,18.0,False,False,3.94,281.4
NCT2018000548,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,National Cancer Institute,Phase 3,Completed,311,2019-06-28,2023-03-09,45,Triple Blind,Randomized,Parallel Assignment,29,North America,7.5,17.0,True,2019,2023,Large (300-500),6,1,10.7,6.91,48.0,True,True,66.18,212.8
NCT2018000549,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Novartis,Phase 1,Completed,22,2015-03-21,2017-05-09,26,Single Blind,Non-Randomized,Sequential Assignment,3,"South America, Asia",14.6,18.1,True,2015,2017,Very Small (<30),4,2,7.3,0.85,18.0,False,False,3.97,180.5
NCT2018000550,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Mayo Clinic,Early Phase 1,Completed,17,2021-05-03,2022-03-29,11,Open Label,Randomized,Parallel Assignment,1,"Europe, North America, South America",46.8,1.1,True,2021,2022,Very Small (<30),5,3,17.0,1.55,19.0,True,True,0.6,35.3
NCT2018000551,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Johnson & Johnson,Phase 1,Completed,18,2018-02-10,2019-07-05,17,Triple Blind,Randomized,Parallel Assignment,1,Europe,28.1,3.8,True,2018,2019,Very Small (<30),6,1,18.0,1.06,18.0,True,True,0.9,50.0
NCT2018000552,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Sanofi,Phase 2,Completed,171,2015-08-19,2018-03-06,31,Open Label,Randomized,Crossover Assignment,8,North America,0.5,19.5,True,2015,2018,Medium (100-300),5,1,21.4,5.52,29.0,False,False,12.91,75.5
NCT2018000553,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 3,Completed,391,2022-12-19,2027-04-27,53,Double Blind,Randomized,Parallel Assignment,25,"Australia, South America",28.8,12.1,True,2022,2027,Large (300-500),6,2,15.6,7.38,48.0,False,False,67.42,172.4
NCT2018000554,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Johnson & Johnson,Phase 1,Completed,28,2020-09-03,2021-03-02,6,Open Label,Non-Randomized,Sequential Assignment,1,"Asia, South America",14.7,10.0,True,2020,2021,Very Small (<30),3,2,28.0,4.67,18.0,True,True,0.38,13.6
NCT2018000555,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Mayo Clinic,Phase 1,Completed,25,2018-08-12,2019-09-06,13,Single Blind,Randomized,Single Group Assignment,3,"Australia, South America",31.8,4.8,True,2018,2019,Very Small (<30),4,2,8.3,1.92,18.0,True,True,2.02,80.8
NCT2018000556,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Johnson & Johnson,Phase 2,Completed,103,2021-11-21,2022-10-17,11,Double Blind,Non-Randomized,Crossover Assignment,4,"Asia, North America",21.8,14.6,False,2021,2022,Medium (100-300),6,2,25.8,9.36,29.0,True,False,2.51,24.4
NCT2018000557,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Roche,Phase 1,Completed,34,2022-02-26,2023-03-23,13,Single Blind,Single Group,Parallel Assignment,1,"North America, Asia",4.8,7.3,False,2022,2023,Small (30-100),3,2,34.0,2.62,18.0,True,False,0.75,22.1
NCT2018000558,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,Roche,Phase 2,Completed,119,2015-02-11,2016-06-05,16,Single Blind,Non-Randomized,Parallel Assignment,5,"Asia, Australia",10.3,6.3,False,2015,2016,Medium (100-300),3,2,23.8,7.44,29.0,True,False,4.36,36.6
NCT2018000559,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Bristol-Myers Squibb,Phase 3,Completed,441,2017-12-28,2021-04-11,40,Double Blind,Non-Randomized,Single Group Assignment,24,"North America, Australia, Asia",11.4,6.2,False,2017,2021,Large (300-500),4,3,18.4,11.02,48.0,True,False,49.32,111.8
NCT2018000560,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AbbVie,Phase 4,Completed,228,2015-09-04,2017-04-26,20,Open Label,Randomized,Parallel Assignment,21,Asia,38.9,10.2,True,2015,2017,Medium (100-300),3,1,10.9,11.4,34.0,True,True,21.68,95.1
NCT2018000561,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 3,Completed,41,2016-03-21,2019-07-04,40,Single Blind,Non-Randomized,Parallel Assignment,1,"South America, North America",46.2,13.8,True,2016,2019,Small (30-100),3,2,41.0,1.02,48.0,True,True,2.12,51.7
NCT2018000562,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Bristol-Myers Squibb,Phase 3,Completed,436,2017-02-09,2019-08-28,31,Single Blind,Non-Randomized,Parallel Assignment,17,Australia,11.6,10.0,True,2017,2019,Large (300-500),2,1,25.6,14.06,48.0,True,True,27.66,63.4
NCT2018000563,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 1,Completed,18,2021-08-28,2022-12-21,16,Double Blind,Non-Randomized,Sequential Assignment,2,North America,9.3,3.0,True,2021,2022,Very Small (<30),4,1,9.0,1.12,18.0,True,True,1.65,91.7
NCT2018000564,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Novartis,Phase 2,Completed,131,2020-06-13,2021-05-09,11,Quadruple Blind,Randomized,Parallel Assignment,2,"Europe, North America, Asia",15.6,27.0,False,2020,2021,Medium (100-300),9,3,65.5,11.91,29.0,True,False,1.49,11.4
NCT2018000565,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Bristol-Myers Squibb,Phase 3,Completed,327,2021-07-22,2027-11-18,77,Double Blind,Single Group,Single Group Assignment,20,"North America, Asia, South America, Australia",46.6,20.3,False,2021,2027,Large (300-500),4,4,16.4,4.25,48.0,False,False,77.98,238.5
NCT2018000566,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AbbVie,Phase 2,Completed,174,2022-12-12,2025-09-27,34,Triple Blind,Non-Randomized,Parallel Assignment,5,"North America, Australia, Asia, Europe",21.0,5.0,True,2022,2025,Medium (100-300),6,4,34.8,5.12,29.0,False,False,9.02,51.8
NCT2018000567,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Phase 3,Completed,475,2019-04-03,2022-02-16,35,Double Blind,Randomized,Parallel Assignment,30,North America,1.7,8.6,False,2019,2022,Large (300-500),5,1,15.8,13.57,48.0,True,False,53.92,113.5
NCT2018000568,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 2,Completed,76,2019-12-14,2022-11-28,36,Quadruple Blind,Randomized,Parallel Assignment,7,Australia,29.1,9.4,True,2019,2022,Small (30-100),7,1,10.9,2.11,29.0,False,False,12.83,168.8
NCT2018000569,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Novartis,Phase 1,Completed,46,2022-05-19,2023-11-10,18,Double Blind,Randomized,Factorial Assignment,3,"Australia, Europe, South America, Asia, North America",22.2,3.1,True,2022,2023,Small (30-100),10,5,15.3,2.56,18.0,True,True,2.84,61.7
NCT2018000570,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,MD Anderson,Phase 3,Completed,274,2017-12-13,2023-08-14,69,Double Blind,Randomized,Parallel Assignment,28,Asia,22.1,15.7,True,2017,2023,Medium (100-300),5,1,9.8,3.97,48.0,False,False,97.42,355.5
NCT2018000571,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 1,Completed,22,2016-02-02,2016-07-31,6,Single Blind,Randomized,Parallel Assignment,1,"Australia, South America",16.9,15.9,True,2016,2016,Very Small (<30),5,2,22.0,3.67,18.0,True,True,0.37,16.8
NCT2018000572,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Bristol-Myers Squibb,Phase 2,Completed,94,2022-11-14,2024-11-03,24,Quadruple Blind,Non-Randomized,Sequential Assignment,8,"Europe, Australia, South America",8.3,5.0,False,2022,2024,Small (30-100),8,3,11.8,3.92,29.0,True,False,9.88,105.1
NCT2018000573,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,AbbVie,Phase 1,Completed,15,2016-12-07,2017-10-03,10,Single Blind,Randomized,Parallel Assignment,3,"North America, South America",1.3,16.3,True,2016,2017,Very Small (<30),5,2,5.0,1.5,18.0,True,True,1.54,102.7
NCT2018000574,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Pfizer,Phase 2,Completed,81,2017-02-12,2019-08-31,31,Single Blind,Randomized,Parallel Assignment,2,"Europe, South America, North America",32.1,2.0,False,2017,2019,Small (30-100),6,3,40.5,2.61,29.0,False,False,3.34,41.2
NCT2018000575,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 2,Completed,91,2017-12-16,2019-12-06,24,Open Label,Randomized,Parallel Assignment,2,"Australia, Asia",10.5,9.2,True,2017,2019,Small (30-100),4,2,45.5,3.79,29.0,True,True,2.67,29.3
NCT2018000576,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Sanofi,Phase 4,Completed,166,2017-03-17,2018-10-08,19,Double Blind,Non-Randomized,Single Group Assignment,4,"Asia, North America, Australia, Europe",6.7,4.9,True,2017,2018,Medium (100-300),4,4,41.5,8.74,34.0,True,True,4.3,25.9
NCT2018000577,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 4,Completed,258,2015-11-15,2017-09-05,22,Double Blind,Non-Randomized,Sequential Assignment,10,"Asia, North America",7.7,11.1,True,2015,2017,Medium (100-300),5,2,25.8,11.73,34.0,True,True,11.77,45.6
NCT2018000578,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,AbbVie,Phase 1,Completed,13,2015-10-17,2017-10-06,24,Open Label,Randomized,Sequential Assignment,1,"Australia, Europe, North America",21.7,19.0,True,2015,2017,Very Small (<30),6,3,13.0,0.54,18.0,False,False,1.24,95.4
NCT2018000579,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,National Cancer Institute,Phase 1,Completed,14,2022-02-26,2024-01-17,23,Double Blind,Randomized,Single Group Assignment,2,"North America, Asia, Europe, Australia",7.0,6.0,True,2022,2024,Very Small (<30),6,4,7.0,0.61,18.0,False,False,2.34,167.1
NCT2018000580,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Johnson & Johnson,Phase 4,Completed,254,2019-02-04,2020-11-25,22,Quadruple Blind,Randomized,Parallel Assignment,15,North America,25.7,1.6,True,2019,2020,Medium (100-300),7,1,16.9,11.55,34.0,True,True,17.26,68.0
NCT2018000581,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Early Phase 1,Completed,30,2015-10-11,2017-08-31,23,Open Label,Non-Randomized,Parallel Assignment,1,"South America, Asia",1.7,16.9,True,2015,2017,Small (30-100),2,2,30.0,1.3,19.0,False,False,1.24,41.3
NCT2018000582,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Pfizer,Phase 4,Completed,196,2018-04-25,2019-09-17,17,Double Blind,Randomized,Single Group Assignment,10,"North America, Asia",10.4,6.8,True,2018,2019,Medium (100-300),5,2,19.6,11.53,34.0,True,True,9.09,46.4
NCT2018000583,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Novartis,Phase 2,Completed,33,2022-01-14,2023-12-05,23,Double Blind,Single Group,Parallel Assignment,3,"North America, Europe, Asia, Australia, South America",18.3,13.5,True,2022,2023,Small (30-100),5,5,11.0,1.43,29.0,True,True,3.55,107.6
NCT2018000584,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AbbVie,Phase 2,Completed,111,2018-03-12,2021-07-24,41,Double Blind,Randomized,Parallel Assignment,8,"Australia, South America, North America, Asia, Europe",6.3,4.7,False,2018,2021,Medium (100-300),7,5,13.9,2.71,29.0,False,False,16.73,150.7
NCT2018000585,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Phase 3,Completed,433,2015-01-16,2019-05-25,53,Open Label,Randomized,Single Group Assignment,21,"Europe, Asia, North America",2.3,14.6,True,2015,2019,Large (300-500),4,3,20.6,8.17,48.0,False,False,56.95,131.5
NCT2018000586,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Bristol-Myers Squibb,Phase 2,Completed,10,2016-07-23,2020-08-31,50,Open Label,Randomized,Single Group Assignment,2,"Europe, Asia, South America, Australia",26.7,4.7,True,2016,2020,Very Small (<30),4,4,5.0,0.2,29.0,False,False,5.03,503.0
NCT2018000587,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Early Phase 1,Completed,26,2019-04-22,2020-07-15,15,Quadruple Blind,Randomized,Parallel Assignment,3,"Europe, North America",10.9,12.7,True,2019,2020,Very Small (<30),8,2,8.7,1.73,19.0,True,True,2.33,89.6
NCT2018000588,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,MD Anderson,Phase 1,Completed,28,2017-07-18,2018-09-11,14,Triple Blind,Non-Randomized,Crossover Assignment,3,North America,35.6,3.5,True,2017,2018,Very Small (<30),6,1,9.3,2.0,18.0,True,True,2.18,77.9
NCT2018000589,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Sanofi,Phase 4,Completed,286,2016-06-27,2020-05-07,47,Single Blind,Non-Randomized,Parallel Assignment,10,Asia,17.7,7.6,False,2016,2020,Medium (100-300),2,1,28.6,6.09,34.0,False,False,24.36,85.2
NCT2018000590,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Mayo Clinic,Phase 2,Completed,133,2015-05-22,2018-09-03,40,Quadruple Blind,Randomized,Parallel Assignment,6,"Europe, Australia, South America",16.1,7.9,False,2015,2018,Medium (100-300),9,3,22.2,3.32,29.0,False,False,12.4,93.2
NCT2018000591,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Mayo Clinic,Phase 1,Completed,27,2018-01-07,2019-09-29,21,Quadruple Blind,Non-Randomized,Parallel Assignment,2,"South America, Europe",37.1,6.3,True,2018,2019,Very Small (<30),6,2,13.5,1.29,18.0,False,False,2.18,80.7
NCT2018000592,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,MD Anderson,Phase 3,Completed,67,2017-02-19,2022-05-24,64,Open Label,Randomized,Parallel Assignment,5,"Asia, Europe, Australia, North America",41.7,3.2,False,2017,2022,Small (30-100),5,4,13.4,1.05,48.0,False,False,16.2,241.8
NCT2018000593,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,National Cancer Institute,Phase 3,Completed,415,2019-11-18,2023-03-02,40,Triple Blind,Randomized,Parallel Assignment,30,Asia,8.0,5.8,True,2019,2023,Large (300-500),6,1,13.8,10.38,48.0,True,True,61.24,147.6
NCT2018000594,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Novartis,Early Phase 1,Completed,31,2022-08-12,2024-03-04,19,Double Blind,Randomized,Single Group Assignment,1,South America,3.6,13.5,True,2022,2024,Small (30-100),4,1,31.0,1.63,19.0,True,True,1.04,33.5
NCT2018000595,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Merck,Phase 2,Completed,22,2020-02-19,2021-12-10,22,Triple Blind,Single Group,Parallel Assignment,3,"North America, Europe",8.8,5.5,True,2020,2021,Very Small (<30),5,2,7.3,1.0,29.0,True,True,3.37,153.2
NCT2018000596,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,MD Anderson,Phase 2,Completed,80,2016-01-16,2018-08-03,31,Single Blind,Randomized,Crossover Assignment,7,"Europe, North America, Australia",7.7,10.3,True,2016,2018,Small (30-100),8,3,11.4,2.58,29.0,False,False,11.09,138.6
NCT2018000597,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AstraZeneca,Phase 2,Completed,37,2018-02-25,2021-02-09,36,Double Blind,Randomized,Parallel Assignment,2,"North America, Australia",21.0,5.1,False,2018,2021,Small (30-100),6,2,18.5,1.03,29.0,False,False,3.71,100.3
NCT2018000598,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Novartis,Phase 2,Completed,53,2017-01-26,2019-10-13,33,Single Blind,Randomized,Single Group Assignment,3,North America,9.4,11.1,True,2017,2019,Small (30-100),3,1,17.7,1.61,29.0,False,False,5.11,96.4
NCT2018000599,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 2,Completed,112,2016-10-25,2020-04-07,42,Single Blind,Single Group,Crossover Assignment,2,"South America, Australia",29.9,5.7,False,2016,2020,Medium (100-300),5,2,56.0,2.67,29.0,False,False,4.54,40.5
NCT2018000600,A Study of Novel Therapy in Patients With Leukemia,Leukemia,MD Anderson,Phase 3,Completed,513,2015-08-17,2019-09-25,50,Single Blind,Randomized,Parallel Assignment,58,"Australia, Europe, Asia",24.5,11.3,True,2015,2019,Very Large (500+),6,3,8.8,10.26,48.0,False,False,146.54,285.7
NCT2018000601,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Johnson & Johnson,Phase 2,Completed,98,2022-12-20,2024-02-13,14,Single Blind,Randomized,Crossover Assignment,2,Australia,26.9,11.2,True,2022,2024,Small (30-100),6,1,49.0,7.0,29.0,True,True,1.69,17.2
NCT2018000602,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Bristol-Myers Squibb,Early Phase 1,Completed,15,2017-03-16,2018-11-06,20,Single Blind,Randomized,Parallel Assignment,1,"Europe, North America",12.0,17.4,True,2017,2018,Very Small (<30),5,2,15.0,0.75,19.0,False,False,1.04,69.3
