trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met
TRIAL-0416,Phase 2,Prostate Cancer,Apex Oncology Labs,Double Blind,2023-09-21,2026-08-06,35,159,129,3,1,False,False
TRIAL-0417,Phase 4,Leukemia,Helix Therapeutics,Single Blind,2022-03-10,2025-08-21,42,213,177,10,2,False,True
TRIAL-0418,Phase 1,Melanoma,Clinical Research Group A,Single Blind,2023-06-21,2025-04-11,22,24,10,1,1,False,True
TRIAL-0419,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2022-05-15,2024-04-04,23,99,72,4,1,False,False
TRIAL-0420,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2023-07-17,2026-02-01,31,91,67,6,1,False,True
TRIAL-0421,Phase 1,Colorectal Cancer,Global BioResearch,Single Blind,2021-10-15,2023-04-08,18,38,20,2,1,False,True
TRIAL-0422,Phase 3,Colorectal Cancer,MedTrials International,Double Blind,2019-06-21,2023-01-31,44,449,377,15,2,False,True
TRIAL-0423,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2021-02-05,2023-11-22,34,85,49,6,2,False,True
TRIAL-0424,Phase 2,Lymphoma,NovaCure Biotech,Double Blind,2022-04-24,2024-02-13,22,120,67,5,1,False,True
TRIAL-0425,Phase 1,Leukemia,MedTrials International,Single Blind,2018-11-01,2019-11-26,13,19,10,1,1,False,True
TRIAL-0426,Phase 1,Leukemia,Apex Oncology Labs,Open Label,2022-10-10,2024-03-03,17,24,14,2,1,False,True
TRIAL-0427,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2023-03-11,2027-08-17,54,416,379,15,2,True,False
TRIAL-0428,Phase 2,Prostate Cancer,Global BioResearch,Double Blind,2019-04-24,2020-06-17,14,87,72,8,1,False,False
TRIAL-0429,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2020-12-21,2022-02-14,14,30,12,1,1,False,False
TRIAL-0430,Phase 2,Melanoma,MedTrials International,Double Blind,2022-01-22,2023-11-13,22,44,34,1,1,False,True
TRIAL-0431,Phase 3,Breast Cancer,Clinical Research Group A,Double Blind,2022-05-16,2026-08-23,52,307,188,19,2,False,False
TRIAL-0432,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2023-09-09,2025-08-29,24,24,11,1,1,False,True
TRIAL-0433,Phase 3,Lymphoma,MedTrials International,Triple Blind,2018-05-04,2023-03-09,59,481,424,47,3,False,False
TRIAL-0434,Phase 2,Prostate Cancer,MedTrials International,Open Label,2020-12-14,2023-06-02,30,130,102,6,2,False,True
TRIAL-0435,Phase 1,Pancreatic Cancer,Global BioResearch,Open Label,2020-04-01,2021-07-25,16,40,32,2,1,False,True
TRIAL-0436,Phase 1,Lung Cancer,MedTrials International,Open Label,2019-02-25,2020-10-17,20,35,27,2,1,False,True
TRIAL-0437,Phase 3,Lung Cancer,Apex Oncology Labs,Double Blind,2020-05-15,2024-06-23,50,397,266,19,3,False,True
TRIAL-0438,Phase 3,Breast Cancer,MedTrials International,Double Blind,2018-02-28,2021-12-09,46,356,192,15,2,False,False
TRIAL-0439,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2020-08-20,2022-04-12,20,17,12,2,1,False,True
TRIAL-0440,Phase 3,Leukemia,MedTrials International,Double Blind,2021-07-15,2025-02-24,44,321,128,2,1,False,True
TRIAL-0441,Phase 2,Pancreatic Cancer,MedTrials International,Single Blind,2019-12-24,2022-07-11,31,82,57,8,1,False,True
TRIAL-0442,Phase 4,Colorectal Cancer,OncoPharm Therapeutics,Single Blind,2022-11-15,2026-04-28,42,204,123,6,1,False,True
TRIAL-0443,Phase 2,Leukemia,Helix Therapeutics,Open Label,2023-03-16,2025-12-30,34,77,55,7,2,False,False
TRIAL-0444,Phase 1,Lymphoma,NovaCure Biotech,Open Label,2023-06-01,2025-02-20,21,22,10,2,1,False,False
TRIAL-0445,Phase 3,Prostate Cancer,Clinical Research Group A,Triple Blind,2023-04-16,2025-03-06,23,266,252,8,1,True,True
TRIAL-0446,Phase 3,Lymphoma,Global BioResearch,Triple Blind,2019-09-28,2023-09-07,48,345,303,6,1,False,True
TRIAL-0447,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020-01-17,2022-01-06,24,85,76,4,1,False,True
TRIAL-0448,Phase 2,Lymphoma,MedTrials International,Open Label,2022-08-03,2025-01-19,30,123,105,5,1,False,False
TRIAL-0449,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2018-07-14,2021-02-28,32,67,63,2,1,True,True
TRIAL-0450,Phase 2,Lung Cancer,MedTrials International,Double Blind,2022-09-07,2024-01-30,17,114,103,6,2,True,False
TRIAL-0451,Phase 2,Leukemia,Apex Oncology Labs,Double Blind,2021-06-18,2023-10-06,28,93,81,8,1,False,False
TRIAL-0452,Phase 2,Leukemia,Clinical Research Group A,Single Blind,2023-04-01,2026-07-14,40,127,105,2,1,False,True
TRIAL-0453,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2019-08-05,2024-03-11,56,447,365,8,1,False,False
TRIAL-0454,Phase 3,Lymphoma,OncoPharm Therapeutics,Double Blind,2021-04-15,2025-08-22,53,497,417,27,1,False,False
TRIAL-0455,Phase 1,Leukemia,OncoPharm Therapeutics,Open Label,2023-11-19,2025-07-11,20,27,24,1,1,False,True
TRIAL-0456,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2018-09-24,2023-01-31,53,262,173,9,2,False,True
TRIAL-0457,Phase 4,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023-10-06,2027-07-17,46,104,33,1,1,False,False
TRIAL-0458,Phase 1,Lymphoma,Clinical Research Group A,Open Label,2022-07-14,2024-11-30,29,15,10,2,1,False,False
TRIAL-0459,Phase 4,Prostate Cancer,Apex Oncology Labs,Single Blind,2021-03-05,2023-05-24,27,144,100,4,2,False,True
TRIAL-0460,Phase 3,Melanoma,MedTrials International,Double Blind,2022-11-07,2027-01-15,51,485,479,35,3,True,True
TRIAL-0461,Phase 2,Melanoma,Clinical Research Group A,Single Blind,2023-11-06,2026-08-22,34,178,144,7,1,False,True
TRIAL-0462,Phase 3,Leukemia,Clinical Research Group A,Double Blind,2022-10-22,2027-01-29,52,428,348,16,2,False,False
TRIAL-0463,Phase 3,Melanoma,MedTrials International,Double Blind,2018-07-05,2022-02-14,44,509,314,5,1,False,True
TRIAL-0464,Phase 1,Melanoma,MedTrials International,Open Label,2023-05-05,2025-02-23,22,21,16,2,1,False,False
TRIAL-0465,Phase 3,Melanoma,Global BioResearch,Triple Blind,2021-02-20,2026-05-25,64,339,269,6,1,False,False
TRIAL-0466,Phase 3,Prostate Cancer,Clinical Research Group A,Double Blind,2023-05-23,2025-11-08,30,212,195,17,2,True,False
TRIAL-0467,Phase 4,Lymphoma,NovaCure Biotech,Double Blind,2022-01-01,2025-09-12,45,163,41,7,1,False,False
TRIAL-0468,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2023-12-21,2026-01-09,25,36,20,3,1,False,True
TRIAL-0469,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2020-08-06,2023-03-24,32,113,84,3,1,False,False
TRIAL-0470,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2018-07-09,2020-02-29,20,34,26,2,1,False,True
TRIAL-0471,Phase 1,Melanoma,OncoPharm Therapeutics,Open Label,2019-01-05,2021-01-24,25,32,22,3,1,False,False
TRIAL-0472,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2023-06-17,2024-12-08,18,105,85,6,1,False,True
TRIAL-0473,Phase 1,Lung Cancer,MedTrials International,Open Label,2022-09-13,2023-11-07,14,21,16,2,1,False,True
TRIAL-0474,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2020-04-25,2021-07-19,15,30,23,2,1,False,True
TRIAL-0475,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023-10-20,2025-05-12,19,115,80,5,1,False,True
TRIAL-0476,Phase 1,Leukemia,NovaCure Biotech,Single Blind,2021-05-18,2022-07-12,14,31,27,1,1,False,False
TRIAL-0477,Phase 1,Leukemia,Helix Therapeutics,Single Blind,2021-01-10,2022-09-02,20,34,13,2,1,False,False
TRIAL-0478,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2022-01-21,2024-02-10,25,23,20,3,1,False,True
TRIAL-0479,Phase 3,Prostate Cancer,MedTrials International,Double Blind,2023-12-25,2028-12-28,61,434,344,8,1,False,True
TRIAL-0480,Phase 3,Lung Cancer,Clinical Research Group A,Double Blind,2020-01-03,2024-07-10,55,367,312,5,1,False,True
TRIAL-0481,Phase 1,Melanoma,Helix Therapeutics,Open Label,2020-07-13,2021-10-06,15,37,29,1,1,False,True
TRIAL-0482,Phase 2,Leukemia,OncoPharm Therapeutics,Single Blind,2022-01-21,2024-10-07,33,98,92,2,1,True,False
TRIAL-0483,Phase 1,Breast Cancer,Clinical Research Group A,Single Blind,2022-02-10,2024-05-30,28,36,25,2,1,False,False
TRIAL-0484,Phase 2,Lung Cancer,Apex Oncology Labs,Double Blind,2023-01-16,2025-01-05,24,107,62,5,1,False,True
TRIAL-0485,Phase 1,Lymphoma,MedTrials International,Open Label,2020-11-05,2022-06-28,20,34,20,3,1,False,True
TRIAL-0486,Phase 3,Leukemia,OncoPharm Therapeutics,Double Blind,2018-10-20,2022-02-01,40,462,375,9,1,False,True
TRIAL-0487,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2020-04-14,2021-09-06,17,68,57,7,2,False,False
TRIAL-0488,Phase 3,Colorectal Cancer,Global BioResearch,Double Blind,2019-11-26,2022-10-11,35,501,393,13,1,False,False
TRIAL-0489,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2023-02-09,2024-10-01,20,35,16,2,1,False,True
TRIAL-0490,Phase 3,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2022-02-07,2029-01-01,84,555,503,30,1,True,True
TRIAL-0491,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2020-07-06,2023-04-22,34,107,62,6,1,False,True
TRIAL-0492,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2020-06-05,2021-10-28,17,25,21,2,1,False,True
TRIAL-0493,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2022-02-06,2024-06-25,29,66,53,8,1,False,True
TRIAL-0494,Phase 1,Melanoma,MedTrials International,Single Blind,2019-05-24,2020-11-14,18,38,23,3,1,False,False
TRIAL-0495,Phase 1,Lung Cancer,OncoPharm Therapeutics,Single Blind,2018-10-19,2020-05-11,19,24,15,3,1,False,True
TRIAL-0496,Phase 2,Breast Cancer,Helix Therapeutics,Open Label,2019-06-13,2021-04-03,22,93,71,6,1,False,True
TRIAL-0497,Phase 3,Melanoma,Global BioResearch,Double Blind,2022-01-22,2025-07-05,42,350,326,7,1,True,True
TRIAL-0498,Phase 4,Colorectal Cancer,MedTrials International,Double Blind,2022-10-22,2025-04-09,30,127,88,5,1,False,False
TRIAL-0499,Phase 1,Pancreatic Cancer,Apex Oncology Labs,Open Label,2019-02-09,2020-09-01,19,25,20,2,1,False,True
TRIAL-0500,Phase 1,Prostate Cancer,Helix Therapeutics,Single Blind,2021-08-15,2023-03-08,19,29,12,2,1,False,False
TRIAL-0501,Phase 1,Leukemia,OncoPharm Therapeutics,Open Label,2023-05-27,2025-02-15,21,31,30,3,1,True,False
TRIAL-0502,Phase 2,Colorectal Cancer,NovaCure Biotech,Double Blind,2018-09-09,2019-06-06,9,97,82,4,1,False,True
TRIAL-0503,Phase 4,Lymphoma,Apex Oncology Labs,Double Blind,2021-10-01,2025-05-13,44,309,262,16,2,False,True
TRIAL-0504,Phase 1,Colorectal Cancer,Global BioResearch,Open Label,2020-04-05,2021-08-28,17,27,15,3,1,False,True
TRIAL-0505,Phase 2,Lung Cancer,Clinical Research Group A,Open Label,2018-08-22,2021-08-06,36,137,105,8,1,False,True
TRIAL-0506,Phase 1,Colorectal Cancer,Clinical Research Group A,Single Blind,2019-01-05,2019-12-01,11,45,30,1,1,False,True
TRIAL-0507,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2020-03-17,2022-01-06,22,52,50,3,1,True,False
TRIAL-0508,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2018-04-15,2020-02-04,22,106,82,8,1,False,True
TRIAL-0509,Phase 2,Pancreatic Cancer,Global BioResearch,Open Label,2022-03-20,2024-10-05,31,83,65,5,2,False,False
TRIAL-0510,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2019-07-13,2021-04-03,21,136,90,2,1,False,True
TRIAL-0511,Phase 1,Lymphoma,MedTrials International,Open Label,2019-08-20,2020-10-13,14,24,20,1,1,False,True
TRIAL-0512,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2022-01-25,2026-05-04,52,316,186,9,2,False,False
TRIAL-0513,Phase 2,Lymphoma,Apex Oncology Labs,Double Blind,2019-08-26,2021-09-14,25,80,69,7,1,False,False
TRIAL-0514,Phase 2,Lung Cancer,NovaCure Biotech,Open Label,2018-05-20,2021-04-04,35,71,48,5,2,False,False
TRIAL-0515,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2022-02-17,2025-03-03,37,81,75,8,1,True,True
TRIAL-0516,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2022-05-09,2026-04-18,48,363,309,9,1,False,False
TRIAL-0517,Phase 2,Leukemia,Helix Therapeutics,Open Label,2019-07-18,2022-08-01,37,126,84,7,1,False,False
TRIAL-0518,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2022-06-25,2024-11-11,29,93,56,4,2,False,False
TRIAL-0519,Phase 3,Lung Cancer,Clinical Research Group A,Double Blind,2022-07-26,2027-11-27,65,310,231,10,1,False,True
TRIAL-0520,Phase 2,Breast Cancer,Global BioResearch,Single Blind,2018-03-16,2020-11-30,33,81,66,7,1,False,False
TRIAL-0521,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2022-01-24,2025-05-08,40,103,72,2,1,False,True
TRIAL-0522,Phase 4,Melanoma,Clinical Research Group A,Double Blind,2019-11-16,2023-03-30,41,208,178,6,2,False,True
TRIAL-0523,Phase 1,Melanoma,Global BioResearch,Open Label,2022-09-23,2024-04-15,19,31,29,3,1,True,True
TRIAL-0524,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2019-02-09,2020-11-30,22,35,28,1,1,False,False
TRIAL-0525,Phase 2,Lymphoma,NovaCure Biotech,Double Blind,2023-02-03,2024-10-25,21,131,110,6,1,False,True
TRIAL-0526,Phase 3,Leukemia,Apex Oncology Labs,Triple Blind,2019-08-13,2022-05-29,34,274,237,13,2,False,False
TRIAL-0527,Phase 2,Lymphoma,Helix Therapeutics,Open Label,2022-05-11,2025-12-21,44,108,70,2,1,False,False
TRIAL-0528,Phase 3,Melanoma,Helix Therapeutics,Triple Blind,2021-10-16,2026-03-24,54,362,250,13,2,False,False
TRIAL-0529,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2020-02-13,2023-09-25,44,469,427,16,2,True,False
TRIAL-0530,Phase 4,Prostate Cancer,MedTrials International,Single Blind,2018-12-27,2021-03-16,27,235,107,4,1,False,True
TRIAL-0531,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2018-09-06,2021-06-22,34,43,21,2,1,False,True
TRIAL-0532,Phase 2,Melanoma,Global BioResearch,Double Blind,2019-08-24,2021-09-12,25,51,32,3,1,False,True
TRIAL-0533,Phase 3,Melanoma,Global BioResearch,Double Blind,2020-03-25,2025-12-24,70,471,299,12,3,False,True
TRIAL-0534,Phase 4,Pancreatic Cancer,Helix Therapeutics,Open Label,2018-08-12,2021-11-24,40,248,144,8,1,False,True
TRIAL-0535,Phase 2,Melanoma,NovaCure Biotech,Open Label,2020-07-08,2022-11-25,29,115,100,8,2,False,False
TRIAL-0536,Phase 1,Lymphoma,NovaCure Biotech,Single Blind,2022-06-13,2023-03-10,9,23,11,1,1,False,False
TRIAL-0537,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2018-01-22,2022-01-31,49,458,302,19,2,False,True
TRIAL-0538,Phase 2,Leukemia,Apex Oncology Labs,Double Blind,2020-04-09,2021-05-04,13,90,54,4,1,False,True
TRIAL-0539,Phase 2,Leukemia,Global BioResearch,Single Blind,2021-12-25,2025-01-08,37,130,92,3,1,False,True
TRIAL-0540,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2023-04-27,2028-05-30,62,348,255,9,2,False,True
TRIAL-0541,Phase 2,Prostate Cancer,Helix Therapeutics,Single Blind,2023-03-16,2024-12-05,21,98,86,5,1,False,False
TRIAL-0542,Phase 1,Pancreatic Cancer,Global BioResearch,Single Blind,2022-09-24,2024-04-16,19,15,11,3,1,False,True
TRIAL-0543,Phase 2,Melanoma,Helix Therapeutics,Double Blind,2021-02-23,2023-07-13,29,158,127,2,1,False,True
TRIAL-0544,Phase 1,Melanoma,NovaCure Biotech,Single Blind,2021-12-11,2023-07-04,19,30,23,1,1,False,True
TRIAL-0545,Phase 2,Melanoma,Apex Oncology Labs,Open Label,2020-11-20,2021-09-16,10,72,48,2,1,False,True
TRIAL-0546,Phase 2,Colorectal Cancer,MedTrials International,Open Label,2021-12-15,2023-12-05,24,134,95,4,2,False,False
TRIAL-0547,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2019-11-26,2022-01-14,26,91,83,3,1,True,False
TRIAL-0548,Phase 2,Lymphoma,MedTrials International,Double Blind,2019-06-08,2020-11-29,18,79,59,2,1,False,True
TRIAL-0549,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2020-12-19,2025-03-28,52,370,221,13,3,False,False
TRIAL-0550,Phase 2,Colorectal Cancer,Global BioResearch,Double Blind,2023-04-22,2026-11-02,43,92,60,3,1,False,True
TRIAL-0551,Phase 3,Lung Cancer,Global BioResearch,Double Blind,2021-09-02,2025-09-11,49,435,388,8,1,False,True
TRIAL-0552,Phase 2,Lung Cancer,OncoPharm Therapeutics,Open Label,2018-11-13,2021-07-30,33,137,72,3,1,False,True
TRIAL-0553,Phase 1,Melanoma,NovaCure Biotech,Open Label,2022-03-01,2023-07-24,17,25,22,1,1,False,True
TRIAL-0554,Phase 2,Leukemia,MedTrials International,Single Blind,2020-09-15,2022-03-09,18,97,56,8,1,False,True
TRIAL-0555,Phase 4,Colorectal Cancer,Helix Therapeutics,Double Blind,2022-07-17,2025-03-03,32,192,148,7,2,False,True
TRIAL-0556,Phase 2,Leukemia,NovaCure Biotech,Double Blind,2020-06-14,2021-12-06,18,78,54,8,1,False,True
TRIAL-0557,Phase 2,Breast Cancer,Helix Therapeutics,Double Blind,2020-08-18,2022-09-07,25,113,64,8,1,False,True
TRIAL-0558,Phase 4,Pancreatic Cancer,Apex Oncology Labs,Open Label,2022-04-26,2025-01-10,33,223,193,18,3,False,True
TRIAL-0559,Phase 2,Lymphoma,Helix Therapeutics,Single Blind,2019-12-24,2021-11-13,23,131,115,3,1,False,True
TRIAL-0560,Phase 3,Prostate Cancer,Apex Oncology Labs,Double Blind,2022-12-22,2026-05-05,41,386,302,12,2,False,True
TRIAL-0561,Phase 2,Melanoma,NovaCure Biotech,Open Label,2019-03-10,2022-02-22,36,102,81,2,1,False,True
TRIAL-0562,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2018-03-02,2020-08-18,30,48,46,5,1,True,False
TRIAL-0563,Phase 1,Lung Cancer,Apex Oncology Labs,Open Label,2021-12-01,2023-05-25,18,34,27,3,1,False,True
TRIAL-0564,Phase 1,Pancreatic Cancer,Global BioResearch,Open Label,2021-06-15,2022-09-08,15,34,23,2,1,False,True
TRIAL-0565,Phase 1,Lung Cancer,MedTrials International,Open Label,2018-05-25,2019-07-19,14,28,14,1,1,False,True
TRIAL-0566,Phase 2,Colorectal Cancer,Global BioResearch,Double Blind,2021-01-04,2021-10-01,9,15,10,2,1,False,False
TRIAL-0567,Phase 3,Lymphoma,MedTrials International,Triple Blind,2018-04-15,2021-12-25,45,532,418,30,3,False,False
TRIAL-0568,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2020-03-21,2021-04-15,13,18,10,2,1,False,False
TRIAL-0569,Phase 3,Lung Cancer,Apex Oncology Labs,Double Blind,2018-11-07,2023-05-15,55,268,223,14,1,False,False
TRIAL-0570,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2022-02-13,2023-12-05,22,15,10,2,1,False,False
TRIAL-0571,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2023-10-05,2024-09-29,12,18,10,2,1,False,True
TRIAL-0572,Phase 1,Colorectal Cancer,NovaCure Biotech,Open Label,2020-11-02,2021-06-30,8,38,33,3,1,False,True
TRIAL-0573,Phase 2,Lung Cancer,Global BioResearch,Single Blind,2022-11-25,2025-04-13,29,53,16,2,1,False,True
TRIAL-0574,Phase 3,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2020-01-16,2024-03-25,51,418,235,16,3,False,False
TRIAL-0575,Phase 2,Pancreatic Cancer,Global BioResearch,Double Blind,2023-08-09,2025-07-29,24,71,40,6,1,False,False
TRIAL-0576,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020-09-12,2024-01-25,41,127,82,5,1,False,True
TRIAL-0577,Phase 3,Lymphoma,Clinical Research Group A,Double Blind,2020-10-08,2023-11-22,38,473,356,5,2,False,True
TRIAL-0578,Phase 1,Lymphoma,Global BioResearch,Open Label,2022-03-20,2023-12-10,21,19,16,2,1,False,True
TRIAL-0579,Phase 2,Leukemia,OncoPharm Therapeutics,Open Label,2019-03-28,2020-02-21,11,108,73,7,1,False,True
TRIAL-0580,Phase 1,Prostate Cancer,OncoPharm Therapeutics,Open Label,2021-11-16,2023-03-11,16,25,12,3,1,False,True
TRIAL-0581,Phase 3,Melanoma,OncoPharm Therapeutics,Double Blind,2019-11-16,2022-11-30,37,292,264,7,1,True,False
TRIAL-0582,Phase 3,Pancreatic Cancer,MedTrials International,Double Blind,2021-06-26,2025-06-05,48,418,372,16,2,False,False
TRIAL-0583,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2018-04-17,2021-11-27,44,233,214,7,2,True,True
TRIAL-0584,Phase 3,Lymphoma,Global BioResearch,Double Blind,2019-09-24,2023-10-03,49,422,203,12,2,False,False
TRIAL-0585,Phase 3,Leukemia,Clinical Research Group A,Double Blind,2019-03-18,2022-01-01,34,436,284,18,3,False,True
TRIAL-0586,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2020-09-11,2022-03-05,18,92,51,5,2,False,False
TRIAL-0587,Phase 2,Lymphoma,MedTrials International,Double Blind,2022-04-13,2024-09-29,30,73,59,6,1,False,False
TRIAL-0588,Phase 4,Melanoma,Apex Oncology Labs,Double Blind,2018-12-02,2021-03-21,28,252,234,19,3,True,False
TRIAL-0589,Phase 2,Colorectal Cancer,Apex Oncology Labs,Open Label,2019-06-01,2023-07-10,50,135,88,3,1,False,False
TRIAL-0590,Phase 4,Melanoma,Helix Therapeutics,Double Blind,2019-02-02,2021-07-21,30,70,65,6,2,True,True
TRIAL-0591,Phase 1,Melanoma,Apex Oncology Labs,Single Blind,2019-05-26,2020-12-16,19,23,16,1,1,False,True
TRIAL-0592,Phase 2,Prostate Cancer,Clinical Research Group A,Open Label,2019-08-27,2020-10-20,14,138,119,4,2,False,False
TRIAL-0593,Phase 3,Lung Cancer,Helix Therapeutics,Double Blind,2022-07-03,2026-09-10,51,284,258,6,2,True,False
TRIAL-0594,Phase 4,Leukemia,Apex Oncology Labs,Double Blind,2018-04-24,2022-02-02,46,266,216,18,2,False,True
TRIAL-0595,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2022-01-11,2023-03-07,14,64,53,5,1,False,True
TRIAL-0596,Phase 1,Prostate Cancer,Global BioResearch,Open Label,2021-08-25,2022-10-19,14,26,11,3,1,False,True
TRIAL-0597,Phase 2,Prostate Cancer,NovaCure Biotech,Open Label,2020-02-16,2021-07-10,17,105,55,5,1,False,True
TRIAL-0598,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2021-12-05,2022-11-30,12,29,23,3,1,False,False
TRIAL-0599,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2022-12-17,2026-08-28,45,147,124,6,1,False,True
TRIAL-0600,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2018-02-22,2019-07-17,17,35,31,3,1,False,True
TRIAL-0601,Phase 2,Prostate Cancer,Apex Oncology Labs,Single Blind,2020-03-12,2022-01-31,23,69,44,7,1,False,True
TRIAL-0602,Phase 4,Pancreatic Cancer,Helix Therapeutics,Open Label,2019-04-22,2021-06-10,26,240,165,6,2,False,True
TRIAL-0603,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2019-05-01,2023-04-10,48,340,303,12,3,False,True
TRIAL-0604,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2022-04-07,2027-02-10,59,284,162,15,2,False,False
TRIAL-0605,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023-01-13,2027-06-21,54,329,277,9,2,False,False
TRIAL-0606,Phase 3,Breast Cancer,Apex Oncology Labs,Double Blind,2023-10-09,2029-02-09,65,392,355,14,2,True,True
TRIAL-0607,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023-06-28,2028-02-02,56,372,291,13,2,False,True
TRIAL-0608,Phase 2,Lymphoma,Global BioResearch,Double Blind,2021-10-18,2024-09-02,35,164,159,8,2,True,True
TRIAL-0609,Phase 1,Pancreatic Cancer,Helix Therapeutics,Single Blind,2018-04-17,2020-02-06,22,21,16,1,1,False,True
TRIAL-0610,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Single Blind,2020-04-17,2022-09-04,29,97,81,4,1,False,True
TRIAL-0611,Phase 1,Melanoma,NovaCure Biotech,Single Blind,2022-05-08,2023-06-02,13,35,29,1,1,False,True
TRIAL-0612,Phase 3,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2022-03-14,2025-04-27,38,449,317,12,2,False,False
TRIAL-0613,Phase 4,Leukemia,NovaCure Biotech,Double Blind,2023-03-19,2026-07-01,40,226,80,3,1,False,True
TRIAL-0614,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2019-11-19,2025-04-21,66,332,293,9,1,False,False
TRIAL-0615,Phase 2,Lung Cancer,Global BioResearch,Single Blind,2023-01-25,2024-05-19,16,125,99,3,1,False,True
TRIAL-0616,Phase 4,Lymphoma,Apex Oncology Labs,Single Blind,2023-05-05,2025-10-21,30,225,136,8,2,False,False
TRIAL-0617,Phase 1,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2022-05-20,2023-04-15,11,34,20,3,1,False,True
TRIAL-0618,Phase 1,Prostate Cancer,Global BioResearch,Open Label,2018-12-25,2021-01-13,25,35,19,2,1,False,True
TRIAL-0619,Phase 2,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021-08-16,2023-02-07,18,116,61,3,1,False,True
TRIAL-0620,Phase 1,Breast Cancer,NovaCure Biotech,Open Label,2020-07-08,2022-01-29,19,27,20,1,1,False,False
TRIAL-0621,Phase 4,Prostate Cancer,OncoPharm Therapeutics,Open Label,2022-08-23,2024-12-10,28,50,24,2,1,False,True
TRIAL-0622,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2022-12-27,2025-08-13,32,100,84,2,1,False,True
TRIAL-0623,Phase 2,Breast Cancer,Helix Therapeutics,Open Label,2018-04-17,2020-04-06,24,102,82,5,2,False,True
TRIAL-0624,Phase 4,Breast Cancer,Helix Therapeutics,Single Blind,2018-04-10,2021-06-23,39,249,128,8,2,False,True
